"agency","fiscal_year","n","n_common","n_uncommon","common_mean","uncommon_mean","common_median","uncommon_median","gap","gap_dollars","uncommon_share","suppressed"
"OFFICE OF THE MAYOR",2019,480,442,38,105804.839366516,109612.236842105,93447.5,82807,-0.0359850976418975,-3807.39747558936,0.0791666666666667,FALSE
"OFFICE OF THE MAYOR",2020,493,461,32,107880.73318872,108995.09375,95434,84448.5,-0.0103295605094801,-1114.36056127996,0.0649087221095335,FALSE
"OFFICE OF THE MAYOR",2021,422,395,27,,,,,,,0.0639810426540284,TRUE
"OFFICE OF THE MAYOR",2022,433,404,29,,,,,,,0.0669745958429561,TRUE
"OFFICE OF THE MAYOR",2023,413,385,28,,,,,,,0.0677966101694915,TRUE
"OFFICE OF THE MAYOR",2024,326,306,20,,,,,,,0.0613496932515337,TRUE
"OFFICE OF THE MAYOR",2025,328,303,25,,,,,,,0.076219512195122,TRUE
"POLICE DEPARTMENT",2014,47794,44331,3463,67534.5157564682,56698.1443834825,76488,44899,0.160456786453641,10836.3713729857,0.0724567937398,FALSE
"POLICE DEPARTMENT",2015,48047,44452,3595,68620.5521236389,57786.0442280946,76488,48480,0.157890130001038,10834.5078955443,0.0748225695672987,FALSE
"POLICE DEPARTMENT",2016,49184,45392,3792,69535.0250484668,59166.3549578059,78026,48185,0.149114350407349,10368.6700906609,0.0770982433311646,FALSE
"POLICE DEPARTMENT",2017,50096,46011,4085,73104.6598639455,61904.1422276622,85292,49571,0.153212088766004,11200.5176362834,0.0815434366017247,FALSE
"POLICE DEPARTMENT",2018,50831,46449,4382,74401.3118689303,62983.7930168874,85292,49595,0.153458569012287,11417.518852043,0.0862072357419685,FALSE
"POLICE DEPARTMENT",2019,50700,46186,4514,75119.5535660153,63745.0190518388,85292,54394,0.151419090958529,11374.5345141766,0.0890335305719921,FALSE
"POLICE DEPARTMENT",2020,50297,45607,4690,75951.4054421458,64920.989339019,85292,54394,0.14522991429736,11030.4161031269,0.0932461180587311,FALSE
"POLICE DEPARTMENT",2021,48018,42733,5285,75580.9560058976,70079.9222327342,85292,63125,0.0727833314616198,5501.03377316335,0.110062893081761,FALSE
"POLICE DEPARTMENT",2022,47424,41892,5532,77448.9576291417,70700.8477946492,85292,55098,0.0871297696065227,6748.10983449245,0.11664979757085,FALSE
"POLICE DEPARTMENT",2023,46192,41210,4982,84514.9263770929,72186.0929345645,101590,55982,0.145877586019764,12328.8334425284,0.107854173882923,FALSE
"POLICE DEPARTMENT",2024,45545,40408,5137,89758.904276381,76711.1510609301,105146,58041,0.145364444014099,13047.7532154509,0.112789548797892,FALSE
"POLICE DEPARTMENT",2025,45050,39806,5244,92148.8448977538,79677.2948131197,109352,60363,0.1353413610173,12471.5500846341,0.116403995560488,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2014,46,44,2,,,,,,,0.0434782608695652,TRUE
"PRESIDENT BOROUGH OF MANHATTAN",2015,50,49,1,,,,,,,0.02,TRUE
"PRESIDENT BOROUGH OF MANHATTAN",2016,53,51,2,,,,,,,0.0377358490566038,TRUE
"PRESIDENT BOROUGH OF MANHATTAN",2017,52,50,2,,,,,,,0.0384615384615385,TRUE
"PRESIDENT BOROUGH OF MANHATTAN",2018,50,49,1,,,,,,,0.02,TRUE
"PRESIDENT BOROUGH OF MANHATTAN",2019,53,52,1,,,,,,,0.0188679245283019,TRUE
"PRESIDENT BOROUGH OF MANHATTAN",2020,54,53,1,,,,,,,0.0185185185185185,TRUE
"PRESIDENT BOROUGH OF MANHATTAN",2021,51,50,1,,,,,,,0.0196078431372549,TRUE
"PRESIDENT BOROUGH OF MANHATTAN",2022,47,46,1,,,,,,,0.0212765957446809,TRUE
"PRESIDENT BOROUGH OF MANHATTAN",2023,46,43,3,,,,,,,0.0652173913043478,TRUE
"PRESIDENT BOROUGH OF MANHATTAN",2024,51,47,4,,,,,,,0.0784313725490196,TRUE
"PRESIDENT BOROUGH OF MANHATTAN",2025,50,47,3,,,,,,,0.06,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2014,7,7,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2015,8,8,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2016,8,8,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2017,7,7,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2018,6,5,1,,,,,,,0.166666666666667,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2019,7,7,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2020,8,8,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2021,7,7,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2022,7,7,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2023,8,8,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2024,7,7,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2025,9,9,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2014,9,6,3,,,,,,,0.333333333333333,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2015,10,7,3,,,,,,,0.3,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2016,11,8,3,,,,,,,0.272727272727273,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2017,12,9,3,,,,,,,0.25,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2018,13,9,4,,,,,,,0.307692307692308,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2019,12,8,4,,,,,,,0.333333333333333,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2020,12,9,3,,,,,,,0.25,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2021,11,9,2,,,,,,,0.181818181818182,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2022,12,11,1,,,,,,,0.0833333333333333,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2023,11,10,1,,,,,,,0.0909090909090909,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2024,12,10,2,,,,,,,0.166666666666667,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2025,15,13,2,,,,,,,0.133333333333333,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2014,11,10,1,,,,,,,0.0909090909090909,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2015,9,8,1,,,,,,,0.111111111111111,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2016,10,9,1,,,,,,,0.1,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2017,10,9,1,,,,,,,0.1,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2018,10,9,1,,,,,,,0.1,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2019,11,10,1,,,,,,,0.0909090909090909,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2020,10,9,1,,,,,,,0.1,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2021,10,9,1,,,,,,,0.1,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2022,10,9,1,,,,,,,0.1,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2023,12,11,1,,,,,,,0.0833333333333333,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2024,12,11,1,,,,,,,0.0833333333333333,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2025,12,11,1,,,,,,,0.0833333333333333,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2014,7,7,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2015,8,8,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2016,7,7,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2017,8,8,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2018,8,8,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2019,8,8,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2020,8,8,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2021,8,8,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2022,7,7,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2023,7,7,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2024,7,7,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2025,7,7,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2014,5,5,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2015,5,5,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2016,5,5,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2017,5,5,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2018,5,5,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2019,5,5,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2020,5,5,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2021,5,5,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2022,5,5,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2023,5,5,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2024,5,5,0,,,,,,,0,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2025,5,5,0,,,,,,,0,TRUE
"PUBLIC ADVOCATE",2014,24,22,2,,,,,,,0.0833333333333333,TRUE
"PUBLIC ADVOCATE",2015,41,39,2,,,,,,,0.048780487804878,TRUE
"PUBLIC ADVOCATE",2016,39,38,1,,,,,,,0.0256410256410256,TRUE
"PUBLIC ADVOCATE",2017,44,42,2,,,,,,,0.0454545454545455,TRUE
"PUBLIC ADVOCATE",2018,37,34,3,,,,,,,0.0810810810810811,TRUE
"PUBLIC ADVOCATE",2019,21,20,1,,,,,,,0.0476190476190476,TRUE
"PUBLIC ADVOCATE",2020,57,51,6,,,,,,,0.105263157894737,TRUE
"PUBLIC ADVOCATE",2021,49,43,6,,,,,,,0.122448979591837,TRUE
"PUBLIC ADVOCATE",2022,46,41,5,,,,,,,0.108695652173913,TRUE
"PUBLIC ADVOCATE",2023,51,46,5,,,,,,,0.0980392156862745,TRUE
"PUBLIC ADVOCATE",2024,51,45,6,,,,,,,0.117647058823529,TRUE
"PUBLIC ADVOCATE",2025,48,43,5,,,,,,,0.104166666666667,TRUE
"QUEENS COMMUNITY BOARD #1",2014,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #1",2015,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #1",2016,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #1",2017,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #1",2018,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #1",2019,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #1",2020,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #1",2021,3,2,1,,,,,,,0.333333333333333,TRUE
"QUEENS COMMUNITY BOARD #1",2022,3,2,1,,,,,,,0.333333333333333,TRUE
"QUEENS COMMUNITY BOARD #1",2023,2,1,1,,,,,,,0.5,TRUE
"QUEENS COMMUNITY BOARD #1",2024,2,1,1,,,,,,,0.5,TRUE
"QUEENS COMMUNITY BOARD #1",2025,2,1,1,,,,,,,0.5,TRUE
"QUEENS COMMUNITY BOARD #10",2014,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #10",2015,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #10",2016,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #10",2017,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #10",2018,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #10",2019,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #10",2020,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #10",2021,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #10",2022,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #10",2023,1,1,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #10",2024,1,1,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #10",2025,1,1,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #11",2014,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #11",2015,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #11",2016,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #11",2017,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #11",2018,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #11",2019,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #11",2020,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #11",2021,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #11",2022,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #11",2023,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #11",2024,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #11",2025,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #12",2014,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #12",2015,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #12",2016,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #12",2017,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #12",2018,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #12",2019,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #12",2020,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #12",2021,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #12",2022,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #12",2023,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #12",2024,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #13",2014,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #13",2015,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #13",2016,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #13",2017,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #13",2018,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #13",2019,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #13",2020,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #13",2021,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #13",2022,1,1,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #13",2023,1,1,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #13",2024,1,1,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #13",2025,1,1,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #14",2014,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #14",2015,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #14",2016,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #14",2017,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #14",2018,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #14",2019,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #14",2020,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #14",2021,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #14",2022,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #14",2023,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #14",2024,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #14",2025,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #2",2014,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #2",2015,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #2",2016,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #2",2017,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #2",2018,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #2",2019,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #2",2020,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #2",2021,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #2",2022,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #2",2023,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #2",2024,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #2",2025,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #3",2014,4,4,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #3",2015,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #3",2016,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #3",2017,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #3",2018,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #3",2019,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #3",2020,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #3",2021,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #3",2022,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #3",2023,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #3",2024,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #3",2025,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #4",2014,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #4",2015,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #4",2016,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #4",2017,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #4",2018,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #4",2019,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #4",2020,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #4",2021,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #4",2022,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #4",2023,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #4",2024,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #4",2025,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #5",2014,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #5",2015,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #5",2016,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #5",2017,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #5",2018,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #5",2019,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #5",2020,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #5",2021,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #5",2022,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #5",2023,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #5",2024,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #5",2025,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #6",2014,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #6",2015,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #6",2016,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #6",2017,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #6",2018,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #6",2019,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #6",2020,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #6",2021,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #6",2022,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #6",2023,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #6",2024,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #6",2025,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #7",2014,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #7",2015,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #7",2016,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #7",2017,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #7",2018,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #7",2019,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #7",2020,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #7",2021,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #7",2022,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #7",2023,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #7",2024,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #7",2025,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #8",2014,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #8",2015,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #8",2016,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #8",2017,3,2,1,,,,,,,0.333333333333333,TRUE
"QUEENS COMMUNITY BOARD #8",2018,3,2,1,,,,,,,0.333333333333333,TRUE
"QUEENS COMMUNITY BOARD #8",2019,3,2,1,,,,,,,0.333333333333333,TRUE
"QUEENS COMMUNITY BOARD #8",2020,3,2,1,,,,,,,0.333333333333333,TRUE
"QUEENS COMMUNITY BOARD #8",2021,3,2,1,,,,,,,0.333333333333333,TRUE
"QUEENS COMMUNITY BOARD #8",2022,3,2,1,,,,,,,0.333333333333333,TRUE
"QUEENS COMMUNITY BOARD #8",2023,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #8",2024,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #8",2025,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #9",2014,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #9",2015,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #9",2016,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #9",2017,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #9",2018,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #9",2019,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #9",2020,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #9",2021,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #9",2022,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #9",2023,2,2,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #9",2024,3,3,0,,,,,,,0,TRUE
"QUEENS COMMUNITY BOARD #9",2025,3,3,0,,,,,,,0,TRUE
"QUEENS DA",2014,601,520,81,75239.3788461538,61872.4320987654,63575,54569,0.177658919469824,13366.9467473884,0.13477537437604,FALSE
"RICHMOND DA",2014,98,95,3,,,,,,,0.0306122448979592,TRUE
"SPEC NARCS-DA",2014,203,176,27,,,,,,,0.133004926108374,TRUE
"STATEN ISLAND COMMUNITY BD #1",2014,3,3,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #1",2015,3,3,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #1",2016,3,3,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #1",2017,3,3,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #1",2018,3,3,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #1",2019,3,3,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #1",2020,3,3,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #1",2021,3,3,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #1",2022,2,2,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #1",2023,2,2,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #1",2024,2,2,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #1",2025,2,2,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #2",2014,1,1,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #2",2015,1,1,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #2",2016,1,1,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #2",2017,1,1,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #2",2018,1,1,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #2",2019,1,1,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #2",2020,1,1,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #2",2021,1,1,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #2",2022,1,1,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #2",2023,2,2,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #2",2024,1,1,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #2",2025,1,1,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #3",2014,3,3,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #3",2015,3,3,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #3",2016,3,3,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #3",2017,3,3,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #3",2018,3,3,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #3",2019,3,3,0,,,,,,,0,TRUE
"STATEN ISLAND COMMUNITY BD #3",2020,3,3,0,,,,,,,0,TRUE
